doc_id,section,model,cer,wer
01_5b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0129,0.0499
01_5b_page_001,rashi,gpt_5_2,0.9337,1.0
01_5b_page_001,rashi,kraken_seg_rerun,0.2038,0.3255
01_6_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0185,0.0793
01_6_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0079,0.0368
01_6_page_001,rashi,gpt_5_2,0.8763,1.0
01_6_page_001,rashi,kraken_seg_rerun,0.611,0.7762
01_6b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.5141,0.5385
01_6b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.512,0.5302
01_6b_page_001,rashi,gpt_5_2,0.9503,1.0
01_6b_page_001,rashi,kraken_seg_rerun,0.2875,0.4341
01_7_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0263,0.1057
01_7_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0184,0.0749
01_7_page_001,rashi,gpt_5_2,0.7261,0.9824
01_7_page_001,rashi,kraken_seg_rerun,0.0527,0.2555
01_7b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0188,0.0758
01_7b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.005,0.0202
01_7b_page_001,rashi,gpt_5_2,1.6419,2.0909
01_7b_page_001,rashi,kraken_seg_rerun,0.0784,0.2677
01_8_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0296,0.1042
01_8_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0139,0.0489
01_8_page_001,rashi,gpt_5_2,0.9596,1.0
01_8_page_001,rashi,kraken_seg_rerun,0.2509,0.3941
01_8b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0098,0.041
01_8b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,1.2147,1.641
01_8b_page_001,rashi,gpt_5_2,0.9392,1.0
01_8b_page_001,rashi,kraken_seg_rerun,0.5716,0.7231
01_9_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0128,0.0516
01_9_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0105,0.0399
01_9_page_001,rashi,gpt_5_2,0.7313,0.9742
01_9_page_001,rashi,kraken_seg_rerun,0.2898,0.3685
01_9b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0398,0.1147
01_9b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0254,0.055
01_9b_page_001,rashi,gpt_5_2,1.0,1.0
01_9b_page_001,rashi,kraken_seg_rerun,0.8697,1.1881
02_10_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0151,0.0592
02_10_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0049,0.0178
02_10_page_001,rashi,gpt_5_2,0.9627,1.0
02_10_page_001,rashi,kraken_seg_rerun,0.74,0.9704
02_10b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0158,0.0578
02_10b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0042,0.0139
02_10b_page_001,rashi,gpt_5_2,0.9657,1.0
02_10b_page_001,rashi,claude_opus_4_8,0.7274,0.9681
02_10b_page_001,rashi,claude_sonnet_5,0.8244,0.9721
02_10b_page_001,rashi,kraken_seg_rerun,0.7593,0.9741
02_11_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.017,0.0741
02_11_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.016,0.0541
02_11_page_001,rashi,gpt_5_2,1.0,1.0
02_11_page_001,rashi,claude_opus_4_8,0.9123,1.0
02_11_page_001,rashi,claude_sonnet_5,0.9247,1.0
02_11_page_001,rashi,kraken_seg_rerun,0.148,0.2963
02_11b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0139,0.0552
02_11b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0081,0.0374
02_11b_page_001,rashi,gpt_5_2,0.9715,1.0
02_11b_page_001,rashi,claude_opus_4_8,0.8733,0.9964
02_11b_page_001,rashi,claude_sonnet_5,0.8496,0.9875
02_11b_page_001,rashi,kraken_seg_rerun,0.7596,0.9786
02_12_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.036,0.1071
02_12_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0125,0.0402
02_12_page_001,rashi,gpt_5_2,0.9529,1.0
02_12_page_001,rashi,claude_opus_4_8,0.9625,1.0
02_12_page_001,rashi,claude_sonnet_5,0.8051,0.9981
02_12_page_001,rashi,kraken_seg_rerun,0.1317,0.2906
02_12b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0082,0.0341
02_12b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0056,0.0205
02_12b_page_001,rashi,gpt_5_2,0.9373,1.0
02_12b_page_001,rashi,claude_opus_4_8,0.8464,1.0648
02_12b_page_001,rashi,claude_sonnet_5,0.8871,0.9932
02_12b_page_001,rashi,kraken_seg_rerun,0.1179,0.2594
02_13_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0128,0.0443
02_13_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0078,0.0332
02_13_page_001,rashi,gpt_5_2,0.9231,1.0
02_13_page_001,rashi,claude_opus_4_8,0.9153,1.0
02_13_page_001,rashi,claude_sonnet_5,0.8968,0.9889
02_13_page_001,rashi,kraken_seg_rerun,0.1295,0.2657
02_13b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0178,0.0708
02_13b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0093,0.0388
02_13b_page_001,rashi,gpt_5_2,0.8369,0.9886
02_13b_page_001,rashi,claude_opus_4_8,0.7596,0.9863
02_13b_page_001,rashi,claude_sonnet_5,0.8165,0.984
02_13b_page_001,rashi,kraken_seg_rerun,0.5858,0.7511
02_14_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0058,0.0284
02_14_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0037,0.0153
02_14_page_001,rashi,gpt_5_2,0.9992,1.0
02_14_page_001,rashi,claude_opus_4_8,0.2594,0.3851
02_14_page_001,rashi,claude_sonnet_5,0.7954,0.9475
02_14_page_001,rashi,kraken_seg_rerun,0.5764,0.733
02_14b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0081,0.0357
02_14b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0074,0.0282
02_14b_page_001,rashi,gpt_5_2,0.9625,1.0
02_14b_page_001,rashi,claude_opus_4_8,0.6494,0.7068
02_14b_page_001,rashi,claude_sonnet_5,0.8729,0.9812
02_14b_page_001,rashi,kraken_seg_rerun,0.6246,0.6974
02_15_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0147,0.0431
02_15_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0029,0.0098
02_15_page_001,rashi,gpt_5_2,0.9735,0.9941
02_15_page_001,rashi,claude_opus_4_8,0.6277,0.7196
02_15_page_001,rashi,claude_sonnet_5,0.7093,0.9157
02_15_page_001,rashi,kraken_seg_rerun,0.1253,0.2725
02_15b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,1.6501,1.6851
02_15b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,1.6474,1.6747
02_15b_page_001,rashi,gpt_5_2,0.8556,0.9862
02_15b_page_001,rashi,claude_opus_4_8,0.9174,1.0
02_15b_page_001,rashi,claude_sonnet_5,0.771,0.9965
02_15b_page_001,rashi,kraken_seg_rerun,0.0497,0.1869
02_16_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0115,0.039
02_16_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0038,0.0173
02_16_page_001,rashi,gpt_5_2,0.9307,1.0
02_16_page_001,rashi,claude_opus_4_8,0.9169,1.0
02_16_page_001,rashi,claude_sonnet_5,0.9684,0.987
02_16_page_001,rashi,kraken_seg_rerun,0.3102,0.3896
02_16b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0177,0.0598
02_16b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0091,0.0253
02_16b_page_001,rashi,gpt_5_2,0.9568,1.0
02_16b_page_001,rashi,claude_opus_4_8,0.838,1.0
02_16b_page_001,rashi,claude_sonnet_5,0.3629,0.6851
02_16b_page_001,rashi,kraken_seg_rerun,0.1417,0.2828
02_17_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.014,0.0535
02_17_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.011,0.0401
02_17_page_001,rashi,gpt_5_2,0.9574,1.0
02_17_page_001,rashi,claude_opus_4_8,0.8101,0.9947
02_17_page_001,rashi,claude_sonnet_5,0.7976,0.9626
02_17_page_001,rashi,kraken_seg_rerun,0.1974,0.2754
02_17b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.028,0.1067
02_17b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0129,0.0632
02_17b_page_001,rashi,gpt_5_2,0.9331,1.0
02_17b_page_001,rashi,claude_opus_4_8,0.9008,0.996
02_17b_page_001,rashi,claude_sonnet_5,0.7937,0.9802
02_17b_page_001,rashi,kraken_seg_rerun,0.5104,0.6522
02_18_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0197,0.0786
02_18_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.01,0.0361
02_18_page_001,rashi,gpt_5_2,0.8879,0.9894
02_18_page_001,rashi,claude_opus_4_8,0.3859,0.5329
02_18_page_001,rashi,claude_sonnet_5,0.9666,0.9958
02_18_page_001,rashi,kraken_seg_rerun,0.2323,0.3355
02_18b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,1.0823,1.5217
02_18b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,1.0881,1.528
02_18b_page_001,rashi,gpt_5_2,0.826,0.9845
02_18b_page_001,rashi,claude_opus_4_8,0.7811,1.0
02_18b_page_001,rashi,claude_sonnet_5,0.7612,0.9783
02_18b_page_001,rashi,kraken_seg_rerun,0.5371,0.6429
02_19_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0257,0.0856
02_19_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0194,0.0616
02_19_page_001,rashi,gpt_5_2,0.812,0.9829
02_19_page_001,rashi,claude_opus_4_8,0.9242,1.0
02_19_page_001,rashi,claude_sonnet_5,0.8659,0.9829
02_19_page_001,rashi,kraken_seg_rerun,0.7456,0.9932
02_19b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0172,0.0616
02_19b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0077,0.0318
02_19b_page_001,rashi,gpt_5_2,0.9645,1.0
02_19b_page_001,rashi,claude_opus_4_8,0.7689,0.9841
02_19b_page_001,rashi,claude_sonnet_5,0.8084,0.9543
02_19b_page_001,rashi,kraken_seg_rerun,0.1806,0.3141
02_20_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0182,0.0618
02_20_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0068,0.0243
02_20_page_001,rashi,gpt_5_2,1.0,1.0
02_20_page_001,rashi,claude_opus_4_8,0.9814,1.0
02_20_page_001,rashi,claude_sonnet_5,0.7801,0.9514
02_20_page_001,rashi,kraken_seg_rerun,0.1507,0.2737
02_2_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0113,0.024
02_2_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0034,0.006
02_2_page_001,rashi,gpt_5_2,0.9555,1.0
02_2_page_001,rashi,claude_opus_4_8,0.1769,0.2485
02_2_page_001,rashi,claude_sonnet_5,0.822,0.9671
02_2_page_001,rashi,kraken_seg_rerun,0.3037,0.4132
02_2b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0121,0.0335
02_2b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0097,0.0246
02_2b_page_001,rashi,gpt_5_2,0.9705,1.0
02_2b_page_001,rashi,claude_opus_4_8,0.7637,0.8627
02_2b_page_001,rashi,claude_sonnet_5,0.6734,0.9032
02_2b_page_001,rashi,kraken_seg_rerun,0.7113,0.8363
02_3_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0123,0.046
02_3_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0058,0.023
02_3_page_001,rashi,gpt_5_2,0.945,1.0
02_3_page_001,rashi,claude_opus_4_8,0.7699,0.9885
02_3_page_001,rashi,claude_sonnet_5,0.6339,0.8276
02_3_page_001,rashi,kraken_seg_rerun,0.2127,0.341
02_3b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0102,0.0387
02_3b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0061,0.0224
02_3b_page_001,rashi,gpt_5_2,0.9659,1.0
02_3b_page_001,rashi,claude_opus_4_8,0.7869,0.9857
02_3b_page_001,rashi,claude_sonnet_5,0.9644,0.9857
02_3b_page_001,rashi,kraken_seg_rerun,0.7399,0.9654
02_4_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0206,0.0735
02_4_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0131,0.049
02_4_page_001,rashi,gpt_5_2,0.809,0.9853
02_4_page_001,rashi,claude_opus_4_8,0.8315,0.9559
02_4_page_001,rashi,claude_sonnet_5,0.8661,0.9559
02_4_page_001,rashi,kraken_seg_rerun,0.1798,0.3088
02_4b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0043,0.0213
02_4b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0029,0.0142
02_4b_page_001,rashi,gpt_5_2,0.9007,1.0
02_4b_page_001,rashi,claude_opus_4_8,0.6403,0.6738
02_4b_page_001,rashi,claude_sonnet_5,0.8863,1.0
02_4b_page_001,rashi,kraken_seg_rerun,0.5554,0.6099
02_5_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0081,0.0365
02_5_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0064,0.0274
02_5_page_001,rashi,gpt_5_2,0.9456,1.0
02_5_page_001,rashi,claude_opus_4_8,0.5171,0.6474
02_5_page_001,rashi,claude_sonnet_5,0.694,0.9544
02_5_page_001,rashi,kraken_seg_rerun,0.3117,0.4559
02_5b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0166,0.0624
02_5b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0087,0.039
02_5b_page_001,rashi,gpt_5_2,0.9649,1.0
02_5b_page_001,rashi,claude_opus_4_8,0.7572,0.8382
02_5b_page_001,rashi,claude_sonnet_5,0.7696,0.961
02_5b_page_001,rashi,kraken_seg_rerun,0.2032,0.3255
02_6_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0118,0.0557
02_6_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0061,0.0245
02_6_page_001,rashi,gpt_5_2,0.8684,0.9889
02_6_page_001,rashi,claude_opus_4_8,0.6807,0.9666
02_6_page_001,rashi,claude_sonnet_5,0.6812,0.9265
02_6_page_001,rashi,kraken_seg_rerun,0.147,0.3474
02_6b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0108,0.0414
02_6b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0037,0.0138
02_6b_page_001,rashi,gpt_5_2,0.9705,1.0
02_6b_page_001,rashi,claude_opus_4_8,0.5383,0.6331
02_6b_page_001,rashi,claude_sonnet_5,0.8808,0.9803
02_6b_page_001,rashi,kraken_seg_rerun,0.1838,0.2899
02_7b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0117,0.059
02_7b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0072,0.0295
02_7b_page_001,rashi,gpt_5_2,0.8294,0.9912
02_7b_page_001,rashi,claude_opus_4_8,0.9075,1.0
02_7b_page_001,rashi,claude_sonnet_5,0.8255,1.1386
02_7b_page_001,rashi,kraken_seg_rerun,0.6828,0.9381
02_8_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0136,0.0476
02_8_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0032,0.0128
02_8_page_001,rashi,gpt_5_2,0.9689,1.0
02_8_page_001,rashi,claude_opus_4_8,0.804,0.9817
02_8_page_001,rashi,claude_sonnet_5,0.6059,0.8919
02_8_page_001,rashi,kraken_seg_rerun,0.5709,0.6557
02_8b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.01,0.0393
02_8b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0056,0.0275
02_8b_page_001,rashi,gpt_5_2,0.9624,1.0
02_8b_page_001,rashi,claude_opus_4_8,0.6491,0.7289
02_8b_page_001,rashi,claude_sonnet_5,0.748,0.9823
02_8b_page_001,rashi,kraken_seg_rerun,0.5571,0.6562
02_9_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0077,0.0363
02_9_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0037,0.0172
02_9_page_001,rashi,gpt_5_2,0.8361,0.9924
02_9_page_001,rashi,claude_opus_4_8,0.8236,0.9904
02_9_page_001,rashi,claude_sonnet_5,0.8108,0.935
02_9_page_001,rashi,kraken_seg_rerun,0.5284,0.566
02_9b_page_001,rashi,qwen3_vl_8b_heb_v17_step800,0.0135,0.0338
02_9b_page_001,rashi,qwen3_vl_8b_heb_v18b_step700,0.0101,0.0208
02_9b_page_001,rashi,gpt_5_2,0.9538,1.0
02_9b_page_001,rashi,claude_opus_4_8,0.7172,0.9377
02_9b_page_001,rashi,claude_sonnet_5,0.9192,0.9792
02_9b_page_001,rashi,kraken_seg_rerun,0.7311,0.9584
01_10_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0036,0.0192
01_10_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0108,0.0577
01_10_page_001,tosafot,gpt_5_2,1.0,1.0
01_10_page_001,tosafot,claude_opus_4_8,1.4043,1.4423
01_10_page_001,tosafot,claude_sonnet_5,0.9386,1.0
01_10_page_001,tosafot,gemini_pro,0.0542,0.1154
01_10_page_001,tosafot,gemini_flash,2.7906,3.4615
01_10_page_001,tosafot,kraken_seg_rerun,0.2996,0.4231
01_10b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0084,0.0435
01_10b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0084,0.0435
01_10b_page_001,tosafot,gpt_5_2,0.9414,1.0
01_10b_page_001,tosafot,claude_opus_4_8,0.8326,1.0
01_10b_page_001,tosafot,claude_sonnet_5,0.7615,1.0
01_10b_page_001,tosafot,gemini_pro,0.0042,0.0217
01_10b_page_001,tosafot,gemini_flash,3.7322,4.413
01_10b_page_001,tosafot,kraken_seg_rerun,0.1799,0.3043
01_11_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0077,0.0387
01_11_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0047,0.0298
01_11_page_001,tosafot,gpt_5_2,0.7473,0.9881
01_11_page_001,tosafot,kraken_seg_rerun,0.1602,0.25
01_11b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0315,0.0494
01_11b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0056,0.0203
01_11b_page_001,tosafot,gpt_5_2,0.9899,1.0
01_11b_page_001,tosafot,gemini_flash,0.7094,0.9738
01_11b_page_001,tosafot,kraken_seg_rerun,0.1259,0.2384
01_12_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0227,0.0845
01_12_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.009,0.0317
01_12_page_001,tosafot,gpt_5_2,0.8023,0.9824
01_12_page_001,tosafot,gemini_pro,0.1687,0.3099
01_12_page_001,tosafot,gemini_flash,1.0675,1.4049
01_12_page_001,tosafot,kraken_seg_rerun,0.146,0.25
01_12b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0164,0.0546
01_12b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0016,0.0042
01_12b_page_001,tosafot,gpt_5_2,0.7736,0.9832
01_12b_page_001,tosafot,kraken_seg_rerun,0.4061,0.4496
01_13_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0163,0.0679
01_13_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.012,0.0491
01_13_page_001,tosafot,gpt_5_2,0.9483,1.0
01_13_page_001,tosafot,claude_opus_4_8,0.8505,0.9887
01_13_page_001,tosafot,claude_sonnet_5,0.9001,0.9887
01_13_page_001,tosafot,gemini_flash,0.1091,0.2566
01_13_page_001,tosafot,kraken_seg_rerun,0.1552,0.2792
01_13b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0162,0.048
01_13b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0111,0.0306
01_13b_page_001,tosafot,gpt_5_2,0.7521,0.9913
01_13b_page_001,tosafot,gemini_pro,0.0613,0.1397
01_13b_page_001,tosafot,gemini_flash,0.1797,0.3275
01_13b_page_001,tosafot,kraken_seg_rerun,0.207,0.2751
01_14b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.008,0.0237
01_14b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0045,0.0118
01_14b_page_001,tosafot,gpt_5_2,21.0466,22.5858
01_14b_page_001,tosafot,gemini_flash,0.82,1.0592
01_14b_page_001,tosafot,kraken_seg_rerun,0.201,0.287
01_15_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0086,0.0308
01_15_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0102,0.0336
01_15_page_001,tosafot,gpt_5_2,0.9633,0.9916
01_15_page_001,tosafot,gemini_flash,0.438,0.5462
01_15_page_001,tosafot,kraken_seg_rerun,0.1624,0.2493
01_15b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0345,0.1186
01_15b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0197,0.0593
01_15b_page_001,tosafot,gpt_5_2,0.8947,1.0
01_15b_page_001,tosafot,gemini_pro,0.0773,0.1102
01_15b_page_001,tosafot,gemini_flash,1.5806,2.0339
01_15b_page_001,tosafot,kraken_seg_rerun,0.1497,0.2627
01_2_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0181,0.0739
01_2_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.01,0.0436
01_2_page_001,tosafot,gpt_5_2,0.866,0.9886
01_2_page_001,tosafot,gemini_flash,0.3688,0.4583
01_2_page_001,tosafot,kraken_seg_rerun,0.0613,0.1591
01_2b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0126,0.0461
01_2b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0068,0.0217
01_2b_page_001,tosafot,gpt_5_2,0.9276,0.9946
01_2b_page_001,tosafot,gemini_flash,0.838,1.0
01_2b_page_001,tosafot,kraken_seg_rerun,0.2779,0.3848
01_3_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0166,0.0533
01_3_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0114,0.0412
01_3_page_001,tosafot,gpt_5_2,0.999,1.0
01_3_page_001,tosafot,gemini_pro,0.0865,0.184
01_3_page_001,tosafot,gemini_flash,0.1388,0.276
01_3_page_001,tosafot,kraken_seg_rerun,0.1844,0.2712
01_3b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0227,0.0725
01_3b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0062,0.0311
01_3b_page_001,tosafot,gpt_5_2,1.0,1.0
01_3b_page_001,tosafot,gemini_pro,0.1095,0.2383
01_3b_page_001,tosafot,kraken_seg_rerun,0.251,0.3316
01_4_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0213,0.078
01_4_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0093,0.0496
01_4_page_001,tosafot,gpt_5_2,0.9068,1.0
01_4_page_001,tosafot,gemini_flash,0.6059,0.6738
01_4_page_001,tosafot,kraken_seg_rerun,0.2304,0.3617
01_4b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0041,0.0213
01_4b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0061,0.0319
01_4b_page_001,tosafot,gpt_5_2,1.1207,1.4681
01_4b_page_001,tosafot,gemini_pro,1.074,1.484
01_4b_page_001,tosafot,gemini_flash,0.0832,0.1915
01_4b_page_001,tosafot,kraken_seg_rerun,0.7769,0.8777
01_5_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,1.0,1.0
01_5_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,1.0,1.0
01_5_page_001,tosafot,gpt_5_2,1.0,1.0
01_5_page_001,tosafot,gemini_pro,1.0,1.0
01_5_page_001,tosafot,gemini_flash,1.0,1.0
01_5_page_001,tosafot,kraken_seg_rerun,1.0,1.0
01_5b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0168,0.055
01_5b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0103,0.0388
01_5b_page_001,tosafot,gpt_5_2,0.7718,0.9838
01_5b_page_001,tosafot,kraken_seg_rerun,0.4172,0.5049
01_6_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0258,0.0945
01_6_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0112,0.0473
01_6_page_001,tosafot,gpt_5_2,0.9427,1.0
01_6_page_001,tosafot,kraken_seg_rerun,0.2165,0.3382
01_6b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,1.0,1.0
01_6b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,1.0,1.0
01_6b_page_001,tosafot,gpt_5_2,1.0,1.0
01_6b_page_001,tosafot,kraken_seg_rerun,1.0,1.0
01_7_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0235,0.1084
01_7_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0047,0.0241
01_7_page_001,tosafot,gpt_5_2,0.9576,1.1687
01_7_page_001,tosafot,kraken_seg_rerun,0.7835,0.8795
01_7b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0174,0.0539
01_7b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0116,0.0441
01_7b_page_001,tosafot,gpt_5_2,0.9797,1.3431
01_7b_page_001,tosafot,kraken_seg_rerun,0.0831,0.2059
01_8_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0208,0.0787
01_8_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0032,0.0157
01_8_page_001,tosafot,gpt_5_2,0.7872,1.0
01_8_page_001,tosafot,kraken_seg_rerun,0.6016,0.8031
01_8b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0085,0.0444
01_8b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0057,0.0296
01_8b_page_001,tosafot,gpt_5_2,0.9535,1.0
01_8b_page_001,tosafot,kraken_seg_rerun,0.2285,0.3343
01_9_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0146,0.073
01_9_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0095,0.0472
01_9_page_001,tosafot,gpt_5_2,0.7947,1.0129
01_9_page_001,tosafot,kraken_seg_rerun,0.2268,0.2918
01_9b_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0203,0.0384
01_9b_page_001,tosafot,qwen3_vl_8b_heb_v18b_step700,0.0193,0.0329
01_9b_page_001,tosafot,gpt_5_2,0.9631,1.0
01_9b_page_001,tosafot,kraken_seg_rerun,0.1916,0.2685
02_10_page_001,tosafot,qwen3_vl_8b_heb_v17_step800,0.0113,0.0244
