setting,config,model,n,pct_abstained,pct_loop_collapse,pct_hallucinated,pct_substantive,ngram_precision_median,aligned_f1_median,cer_median_substantive,n_substantive,tier_a_count,tier_changes_vs_paper
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.01639344262295082,0.7950819672131147,0.43545815812577976,0.19639986994052927,0.6776485788113695,97,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.10687022900763359,0.5877862595419847,0.30462184873949577,0.3658315725928162,0.47801418439716314,77,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.2748091603053435,0.6259541984732825,0.24742268041237114,0.3663003663003663,0.5215885007849294,82,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.05343511450381679,0.4351145038167939,0.2857142857142857,0.034354688950789226,0.8485273492286115,57,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.04580152671755725,0.916030534351145,0.4797202797202797,0.5530068195908245,0.4833901587169712,120,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.29770992366412213,0.5267175572519084,0.23289183222958057,0.0832907138160298,0.5512027491408935,69,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,120,65
unclip n3 h0.20,n3 unclipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.2764227642276423,0.5772357723577236,0.2620689655172414,0.10770381451009722,0.8079646017699115,71,120,65
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.4739741622733282,0.6785012331915609,0.43556895252449135,121,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.007633587786259542,0.9847328244274809,0.4758842443729904,0.7298245614035087,0.3543356207111666,129,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.20588235294117646,0.7941176470588235,0.17384144907080687,0.4208190704882576,0.5156908331751755,54,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.28688524590163933,0.5245901639344263,0.06427047553150303,0.19639986994052927,0.5819794490745389,64,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.1297709923664122,0.5648854961832062,0.06472491909385113,0.3658315725928162,0.46596452432631086,74,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.549618320610687,0.3511450381679389,0.02888086642599278,0.3663003663003663,0.48002652366949206,46,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.16793893129770993,0.32061068702290074,0.0,0.034354688950789226,0.7749064680912296,42,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.1450381679389313,0.816793893129771,0.1672473867595819,0.5530068195908245,0.42920353982300885,107,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6030534351145038,0.22137404580152673,0.010084033613445379,0.0832907138160298,0.41361256544502617,29,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,55,0
unclip n5 h0.05,n5 unclipped hebrew h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.44715447154471544,0.4065040650406504,0.023809523809523808,0.10770381451009722,0.7317058064672063,50,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.01639344262295082,0.9754098360655737,0.4739741622733282,0.6785012331915609,0.4097222222222222,119,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.022900763358778626,0.9694656488549618,0.4758842443729904,0.7298245614035087,0.3442176870748299,127,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4117647058823529,0.5882352941176471,0.17384144907080687,0.4208190704882576,0.43185620461501834,40,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.38524590163934425,0.4262295081967213,0.06427047553150303,0.19639986994052927,0.5418522930315665,52,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.2900763358778626,0.40458015267175573,0.06472491909385113,0.3658315725928162,0.4162962962962963,53,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.6793893129770993,0.22137404580152673,0.02888086642599278,0.3663003663003663,0.43458475540386804,29,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.21374045801526717,0.2748091603053435,0.0,0.034354688950789226,0.7362920315522685,36,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.29770992366412213,0.6641221374045801,0.1672473867595819,0.5530068195908245,0.37896825396825395,87,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6870229007633588,0.13740458015267176,0.010084033613445379,0.0832907138160298,0.37312945575289147,18,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,55,0
unclip n5 h0.10,n5 unclipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.5447154471544715,0.3089430894308943,0.023809523809523808,0.10770381451009722,0.6456186700364754,38,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.04918032786885246,0.9426229508196722,0.4739741622733282,0.6785012331915609,0.4072164948453608,115,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.061068702290076333,0.9312977099236641,0.4758842443729904,0.7298245614035087,0.34005699024017316,122,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5588235294117647,0.4411764705882353,0.17384144907080687,0.4208190704882576,0.3473273574484834,30,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5491803278688525,0.26229508196721313,0.06427047553150303,0.19639986994052927,0.38237459289664877,32,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.48091603053435117,0.21374045801526717,0.06472491909385113,0.3658315725928162,0.35179145947274315,28,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7938931297709924,0.10687022900763359,0.02888086642599278,0.3663003663003663,0.28402235893898986,14,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.2900763358778626,0.1984732824427481,0.0,0.034354688950789226,0.689249918367121,26,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.5419847328244275,0.4198473282442748,0.1672473867595819,0.5530068195908245,0.3326432022084196,55,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7633587786259542,0.061068702290076333,0.010084033613445379,0.0832907138160298,0.32324826952101726,8,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2900763358778626,0.007633587786259542,0.0,0.009767846390580051,0.49282296650717705,1,55,0
unclip n5 h0.20,n5 unclipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6991869918699187,0.15447154471544716,0.023809523809523808,0.10770381451009722,0.43091095189355166,19,55,0
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.03278688524590164,0.9590163934426229,0.3200051243748625,0.6785012331915609,0.4097222222222222,117,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.03816793893129771,0.9541984732824428,0.3193863319386332,0.7298245614035087,0.34355044699872284,125,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.4852941176470588,0.5147058823529411,0.05457351290684624,0.4208190704882576,0.3895184135977337,35,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.4426229508196721,0.36885245901639346,0.016807909604519774,0.19639986994052927,0.48233695652173914,45,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.37404580152671757,0.32061068702290074,0.015113350125944584,0.3658315725928162,0.3964177476057704,42,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.7404580152671756,0.16030534351145037,0.0029211295034079843,0.3663003663003663,0.33994334277620397,21,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.24427480916030533,0.24427480916030533,0.0,0.034354688950789226,0.6449976575861707,32,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.42748091603053434,0.5343511450381679,0.061224489795918366,0.5530068195908245,0.3631510362801473,70,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7251908396946565,0.09923664122137404,0.0,0.0832907138160298,0.336283185840708,13,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2824427480916031,0.015267175572519083,0.0,0.009767846390580051,0.49283102832519765,2,24,31
unclip n8 h0.05,n8 unclipped hebrew h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.6504065040650406,0.2032520325203252,0.0,0.10770381451009722,0.4827295703454086,25,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.10655737704918032,0.8852459016393442,0.3200051243748625,0.6785012331915609,0.3611656447894329,108,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.10687022900763359,0.8854961832061069,0.3193863319386332,0.7298245614035087,0.33023974755313823,116,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.5588235294117647,0.4411764705882353,0.05457351290684624,0.4208190704882576,0.3473273574484834,30,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.5491803278688525,0.26229508196721313,0.016807909604519774,0.19639986994052927,0.3847665174083889,32,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.4961832061068702,0.1984732824427481,0.015113350125944584,0.3658315725928162,0.35179145947274315,26,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8320610687022901,0.06870229007633588,0.0029211295034079843,0.3663003663003663,0.27365554799183117,9,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.31297709923664124,0.17557251908396945,0.0,0.034354688950789226,0.6460287679799875,23,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.5954198473282443,0.366412213740458,0.061224489795918366,0.5530068195908245,0.3200337214439795,48,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.7633587786259542,0.061068702290076333,0.0,0.0832907138160298,0.3303729132888289,8,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2900763358778626,0.007633587786259542,0.0,0.009767846390580051,0.49282296650717705,1,24,31
unclip n8 h0.10,n8 unclipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.7154471544715447,0.13821138211382114,0.0,0.10770381451009722,0.42303664921465967,17,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.27049180327868855,0.7213114754098361,0.3200051243748625,0.6785012331915609,0.3357697480439118,88,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.2748091603053435,0.7175572519083969,0.3193863319386332,0.7298245614035087,0.28437179183447836,94,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.7794117647058824,0.22058823529411764,0.05457351290684624,0.4208190704882576,0.22931206380857427,15,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.6557377049180327,0.1557377049180328,0.016807909604519774,0.19639986994052927,0.2589382448537378,19,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.6412213740458015,0.05343511450381679,0.015113350125944584,0.3658315725928162,0.21980830670926518,7,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.8625954198473282,0.03816793893129771,0.0029211295034079843,0.3663003663003663,0.2522432701894317,5,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.3816793893129771,0.10687022900763359,0.0,0.034354688950789226,0.6882188079733041,14,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.8320610687022901,0.1297709923664122,0.061224489795918366,0.5530068195908245,0.23349217154526888,17,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.8091603053435115,0.015267175572519083,0.0,0.0832907138160298,0.21050821156084315,2,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.29770992366412213,0.0,0.0,0.009767846390580051,,0,24,31
unclip n8 h0.20,n8 unclipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.7886178861788617,0.06504065040650407,0.0,0.10770381451009722,0.36517365430174403,8,24,31
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.6634395204741379,0.6785012331915609,0.43556895252449135,121,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.0,0.9923664122137404,0.6718403547671841,0.7298245614035087,0.3561276212302878,130,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.0,1.0,0.4109139513345121,0.4208190704882576,0.5893061926605505,68,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.02459016393442623,0.7868852459016393,0.2809869959632372,0.19639986994052927,0.6751552246574833,96,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.022900763358778626,0.6717557251908397,0.2565217391304348,0.3658315725928162,0.5116574489131032,88,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.007633587786259542,0.8931297709923665,0.19609856262833675,0.3663003663003663,0.5981067125645438,117,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.0,0.48854961832061067,0.2585034013605442,0.034354688950789226,0.8472144942864369,64,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.2366412213740458,0.7251908396946565,0.3698630136986301,0.5530068195908245,0.3973451327433628,95,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.3282442748091603,0.4961832061068702,0.06422018348623854,0.0832907138160298,0.5380645161290323,65,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,108,55
clip n3 h0.05,n3 clipped hebrew h0.05 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.1951219512195122,0.6585365853658537,0.25339366515837103,0.10770381451009722,0.841831425598335,81,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.6634395204741379,0.6785012331915609,0.43556895252449135,121,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.0,0.9923664122137404,0.6718403547671841,0.7298245614035087,0.3561276212302878,130,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.0,1.0,0.4109139513345121,0.4208190704882576,0.5893061926605505,68,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.08196721311475409,0.7295081967213115,0.2809869959632372,0.19639986994052927,0.6670902160101652,89,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.04580152671755725,0.648854961832061,0.2565217391304348,0.3658315725928162,0.5053619302949062,85,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.022900763358778626,0.8778625954198473,0.19609856262833675,0.3663003663003663,0.5949720670391061,115,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.015267175572519083,0.4732824427480916,0.2585034013605442,0.034354688950789226,0.8472144942864369,62,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.24427480916030533,0.7175572519083969,0.3698630136986301,0.5530068195908245,0.39364539245863794,94,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.3816793893129771,0.44274809160305345,0.06422018348623854,0.0832907138160298,0.5109190893891491,58,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,108,55
clip n3 h0.10,n3 clipped hebrew h0.10 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.21951219512195122,0.6341463414634146,0.25339366515837103,0.10770381451009722,0.8331819105949325,78,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.00819672131147541,0.9836065573770492,0.6634395204741379,0.6785012331915609,0.4226455873733568,120,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.007633587786259542,0.9847328244274809,0.6718403547671841,0.7298245614035087,0.3543356207111666,129,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.11764705882352941,0.8823529411764706,0.4109139513345121,0.4208190704882576,0.5305707046167678,60,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.22131147540983606,0.5901639344262295,0.2809869959632372,0.19639986994052927,0.6246211656804607,72,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.12213740458015267,0.5725190839694656,0.2565217391304348,0.3658315725928162,0.46905537459283386,75,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.4122137404580153,0.48854961832061067,0.19609856262833675,0.3663003663003663,0.49161276610748506,64,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.05343511450381679,0.4351145038167939,0.2585034013605442,0.034354688950789226,0.8485273492286115,57,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.26717557251908397,0.6946564885496184,0.3698630136986301,0.5530068195908245,0.38632162661737524,91,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.5343511450381679,0.2900763358778626,0.06422018348623854,0.0832907138160298,0.4632067637415346,38,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,108,55
clip n3 h0.20,n3 clipped hebrew h0.20 t0.25 l0.45 a25,vision_ocr_seg,123,0.13821138211382114,0.008130081300813009,0.2926829268292683,0.5609756097560976,0.25339366515837103,0.10770381451009722,0.8079646017699115,69,108,55
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_seg,122,0.00819672131147541,0.0,0.0,0.9918032786885246,0.4672591668615681,0.6785012331915609,0.43556895252449135,121,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,kraken_raw,131,0.007633587786259542,0.0,0.007633587786259542,0.9847328244274809,0.47320261437908495,0.7298245614035087,0.3543356207111666,129,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_pro,68,0.0,0.0,0.2647058823529412,0.7352941176470589,0.16520571011155272,0.4208190704882576,0.49959783426796567,50,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,gemini_flash,122,0.11475409836065574,0.07377049180327869,0.3442622950819672,0.4672131147540984,0.05078545218762434,0.19639986994052927,0.5519125683060109,57,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,claude_opus_4_8,131,0.2824427480916031,0.022900763358778626,0.1297709923664122,0.5648854961832062,0.06462984723854288,0.3658315725928162,0.46596452432631086,74,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,claude_sonnet_5,131,0.08396946564885496,0.015267175572519083,0.5572519083969466,0.3435114503816794,0.025899280575539568,0.3663003663003663,0.4796747967479675,45,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,gpt_5_6_sol,131,0.5038167938931297,0.007633587786259542,0.16793893129770993,0.32061068702290074,0.0,0.034354688950789226,0.7749064680912296,42,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v17_step800,131,0.007633587786259542,0.030534351145038167,0.2900763358778626,0.6717557251908397,0.12306201550387597,0.5530068195908245,0.38215552178318135,88,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b_heb_v16_step1100,131,0.007633587786259542,0.16793893129770993,0.6259541984732825,0.1984732824427481,0.002184769038701623,0.0832907138160298,0.40017799318956637,26,50,5
clip n5 h0.05,n5 clipped hebrew h0.05 t0.25 l0.45 a25,qwen3_vl_8b,131,0.11450381679389313,0.5877862595419847,0.2748091603053435,0.022900763358778626,0.0,0.009767846390580051,0.49282296650717705,3,50,5
