doc_id,section,model,cer_strict,cer_lenient,gt_chars,source_run
01_5_page_001,gemara,claude_sonnet_5,0.11206403659233848,0.11206403659233848,3501,talmud-20260713-133127
01_5b_page_001,gemara,claude_sonnet_5,1.378535170413343,0.59427121102248,2762,talmud-20260713-133127
01_6_page_001,gemara,claude_sonnet_5,0.09326227636086791,0.09326227636086791,2631,talmud-20260713-133127
01_6b_page_001,gemara,claude_sonnet_5,0.2879247572815534,0.2879247572815534,3302,talmud-20260713-133127
01_7_page_001,gemara,claude_sonnet_5,0.19099418163420187,0.19099418163420187,3957,talmud-20260713-133127
01_7b_page_001,gemara,claude_sonnet_5,0.19247378161628625,0.19247378161628625,3247,talmud-20260713-133127
01_8_page_001,gemara,claude_sonnet_5,0.18763457397723776,0.18763457397723776,3254,talmud-20260713-133127
01_8b_page_001,gemara,claude_sonnet_5,0.40503003003003,0.40503003003003,2666,talmud-20260713-133127
01_9_page_001,gemara,claude_sonnet_5,0.369921875,0.3609375,2563,talmud-20260713-133127
01_9b_page_001,gemara,claude_sonnet_5,0.47496749024707413,0.47496749024707413,3080,talmud-20260713-133127
02_10_page_001,gemara,claude_sonnet_5,0.5760314341846758,0.5760314341846758,2548,talmud-20260713-133127
02_10b_page_001,gemara,claude_sonnet_5,0.22006472491909385,0.22006472491909385,1859,talmud-fill-claude-37pages
02_11_page_001,gemara,claude_sonnet_5,0.7900249376558603,0.7900249376558603,2010,talmud-fill-claude-37pages
02_11b_page_001,gemara,claude_sonnet_5,0.1194225721784777,0.11548556430446194,1526,talmud-fill-claude-37pages
02_12_page_001,gemara,claude_sonnet_5,1.172853185595568,1.172853185595568,1808,talmud-fill-claude-37pages
02_12b_page_001,gemara,claude_sonnet_5,0.30057803468208094,0.30057803468208094,2079,talmud-fill-claude-37pages
02_13_page_001,gemara,claude_sonnet_5,0.7527341892534475,0.7527341892534475,2106,talmud-fill-claude-37pages
02_13b_page_001,gemara,claude_sonnet_5,0.3278061224489796,0.3278061224489796,1569,talmud-fill-claude-37pages
02_14_page_001,gemara,claude_sonnet_5,0.398355754857997,0.398355754857997,1340,talmud-fill-claude-37pages
02_14b_page_001,gemara,claude_sonnet_5,0.37617021276595747,0.37617021276595747,1180,talmud-fill-claude-37pages
02_15_page_001,gemara,claude_sonnet_5,1.1572897761645493,1.1530550514216575,1656,talmud-fill-claude-37pages
02_15b_page_001,gemara,claude_sonnet_5,1.050487156775908,1.050487156775908,1130,talmud-fill-claude-37pages
02_16_page_001,gemara,claude_sonnet_5,3.4281914893617023,3.4281914893617023,753,talmud-fill-claude-37pages
02_16b_page_001,gemara,claude_sonnet_5,0.10339506172839506,0.10339506172839506,1299,talmud-fill-claude-37pages
02_17_page_001,gemara,claude_sonnet_5,0.3787029623698959,0.3787029623698959,1251,talmud-fill-claude-37pages
02_17b_page_001,gemara,claude_sonnet_5,0.922475106685633,0.922475106685633,1409,talmud-fill-claude-37pages
02_18_page_001,gemara,claude_sonnet_5,0.19123505976095617,0.19123505976095617,1508,talmud-fill-claude-37pages
02_18b_page_001,gemara,claude_sonnet_5,0.3490888382687927,0.3490888382687927,1758,talmud-fill-claude-37pages
02_19_page_001,gemara,claude_sonnet_5,1.0858229223248235,1.0858229223248235,1843,talmud-fill-claude-37pages
02_19b_page_001,gemara,claude_sonnet_5,0.05210727969348659,0.05210727969348659,1308,talmud-fill-claude-37pages
02_20_page_001,gemara,claude_sonnet_5,0.9909967845659164,0.9890675241157556,1556,talmud-fill-claude-37pages
02_2_page_001,gemara,claude_sonnet_5,0.08137044967880086,0.08137044967880086,469,talmud-fill-claude-37pages
02_2b_page_001,gemara,claude_sonnet_5,1.3543223052294557,1.3543223052294557,938,talmud-fill-claude-37pages
02_3_page_001,gemara,claude_sonnet_5,0.16036505867014342,0.1577574967405476,768,talmud-fill-claude-37pages
02_3b_page_001,gemara,claude_sonnet_5,2.580860534124629,1.4621661721068249,1349,talmud-fill-claude-37pages
02_4_page_001,gemara,claude_sonnet_5,0.6242208370436332,0.6242208370436332,1127,talmud-fill-claude-37pages
